"","code","date","value","uname","tcode"
"3558","JPM366_EMBI366",2008-04-04,265,"",NA
"3559","JPM366_EMBI366",2008-04-07,258,"",NA
"3560","JPM366_EMBI366",2008-04-08,256,"",NA
"3561","JPM366_EMBI366",2008-04-09,264,"",NA
"3562","JPM366_EMBI366",2008-04-10,256,"",NA
"3563","JPM366_EMBI366",2008-04-11,256,"",NA
"3564","JPM366_EMBI366",2008-04-14,252,"",NA
"3565","JPM366_EMBI366",2008-04-15,245,"",NA
"3566","JPM366_EMBI366",2008-04-16,228,"",NA
"3567","JPM366_EMBI366",2008-04-17,230,"",NA
"3568","JPM366_EMBI366",2008-04-18,229,"",NA
"3569","JPM366_EMBI366",2008-04-21,235,"",NA
"3570","JPM366_EMBI366",2008-04-22,234,"",NA
"3571","JPM366_EMBI366",2008-04-23,233,"",NA
"3572","JPM366_EMBI366",2008-04-24,228,"",NA
"3573","JPM366_EMBI366",2008-04-25,225,"",NA
"3574","JPM366_EMBI366",2008-04-28,228,"",NA
"3575","JPM366_EMBI366",2008-04-29,225,"",NA
"3576","JPM366_EMBI366",2008-04-30,218,"",NA
"3577","JPM366_EMBI366",2008-05-01,207,"",NA
"3578","JPM366_EMBI366",2008-05-02,201,"",NA
"3579","JPM366_EMBI366",2008-05-05,201,"",NA
"3580","JPM366_EMBI366",2008-05-06,198,"",NA
"3581","JPM366_EMBI366",2008-05-07,204,"",NA
"3582","JPM366_EMBI366",2008-05-08,211,"",NA
"3583","JPM366_EMBI366",2008-05-09,216,"",NA
"3584","JPM366_EMBI366",2008-05-12,216,"",NA
"3585","JPM366_EMBI366",2008-05-13,205,"",NA
"3586","JPM366_EMBI366",2008-05-14,205,"",NA
"3587","JPM366_EMBI366",2008-05-15,210,"",NA
"3588","JPM366_EMBI366",2008-05-16,205,"",NA
"3589","JPM366_EMBI366",2008-05-19,206,"",NA
"3590","JPM366_EMBI366",2008-05-20,210,"",NA
"3591","JPM366_EMBI366",2008-05-21,208,"",NA
"3592","JPM366_EMBI366",2008-05-22,202,"",NA
"3593","JPM366_EMBI366",2008-05-23,210,"",NA
"3594","JPM366_EMBI366",2008-05-26,210,"",NA
"3595","JPM366_EMBI366",2008-05-27,208,"",NA
"3596","JPM366_EMBI366",2008-05-28,207,"",NA
"3597","JPM366_EMBI366",2008-05-29,191,"",NA
"3598","JPM366_EMBI366",2008-05-30,181,"",NA
"3599","JPM366_EMBI366",2008-06-02,179,"",NA
"3600","JPM366_EMBI366",2008-06-03,184,"",NA
"3601","JPM366_EMBI366",2008-06-04,180,"",NA
"3602","JPM366_EMBI366",2008-06-05,179,"",NA
"3603","JPM366_EMBI366",2008-06-06,190,"",NA
"3604","JPM366_EMBI366",2008-06-09,195,"",NA
"3605","JPM366_EMBI366",2008-06-10,184,"",NA
"3606","JPM366_EMBI366",2008-06-11,192,"",NA
"3607","JPM366_EMBI366",2008-06-12,186,"",NA
"3608","JPM366_EMBI366",2008-06-13,183,"",NA
"3609","JPM366_EMBI366",2008-06-16,188,"",NA
"3610","JPM366_EMBI366",2008-06-17,187,"",NA
"3611","JPM366_EMBI366",2008-06-18,194,"",NA
"3612","JPM366_EMBI366",2008-06-19,190,"",NA
"3613","JPM366_EMBI366",2008-06-20,197,"",NA
"3614","JPM366_EMBI366",2008-06-23,199,"",NA
"3615","JPM366_EMBI366",2008-06-24,206,"",NA
"3616","JPM366_EMBI366",2008-06-25,209,"",NA
"3617","JPM366_EMBI366",2008-06-26,221,"",NA
"3618","JPM366_EMBI366",2008-06-27,229,"",NA
"3619","JPM366_EMBI366",2008-06-30,228,"",NA
"3620","JPM366_EMBI366",2008-07-01,232,"",NA
"3621","JPM366_EMBI366",2008-07-02,235,"",NA
"3622","JPM366_EMBI366",2008-07-03,235,"",NA
"3623","JPM366_EMBI366",2008-07-04,235,"",NA
"3624","JPM366_EMBI366",2008-07-07,238,"",NA
"3625","JPM366_EMBI366",2008-07-08,244,"",NA
"3626","JPM366_EMBI366",2008-07-09,247,"",NA
"3627","JPM366_EMBI366",2008-07-10,249,"",NA
"3628","JPM366_EMBI366",2008-07-11,241,"",NA
"3629","JPM366_EMBI366",2008-07-14,249,"",NA
"3630","JPM366_EMBI366",2008-07-15,248,"",NA
"3631","JPM366_EMBI366",2008-07-16,239,"",NA
"3632","JPM366_EMBI366",2008-07-17,228,"",NA
"3633","JPM366_EMBI366",2008-07-18,226,"",NA
"3634","JPM366_EMBI366",2008-07-21,226,"",NA
"3635","JPM366_EMBI366",2008-07-22,223,"",NA
"3636","JPM366_EMBI366",2008-07-23,217,"",NA
"3637","JPM366_EMBI366",2008-07-24,225,"",NA
"3638","JPM366_EMBI366",2008-07-25,217,"",NA
"3639","JPM366_EMBI366",2008-07-28,222,"",NA
"3640","JPM366_EMBI366",2008-07-29,220,"",NA
"3641","JPM366_EMBI366",2008-07-30,221,"",NA
"3642","JPM366_EMBI366",2008-07-31,226,"",NA
"3643","JPM366_EMBI366",2008-08-01,228,"",NA
"3644","JPM366_EMBI366",2008-08-04,227,"",NA
"3645","JPM366_EMBI366",2008-08-05,224,"",NA
"3646","JPM366_EMBI366",2008-08-06,220,"",NA
"3647","JPM366_EMBI366",2008-08-07,229,"",NA
"3648","JPM366_EMBI366",2008-08-08,230,"",NA
"3649","JPM366_EMBI366",2008-08-11,225,"",NA
"3650","JPM366_EMBI366",2008-08-12,231,"",NA
"3651","JPM366_EMBI366",2008-08-13,231,"",NA
"3652","JPM366_EMBI366",2008-08-14,235,"",NA
"3653","JPM366_EMBI366",2008-08-15,239,"",NA
"3654","JPM366_EMBI366",2008-08-18,244,"",NA
"3655","JPM366_EMBI366",2008-08-19,241,"",NA
"3656","JPM366_EMBI366",2008-08-20,245,"",NA
"3657","JPM366_EMBI366",2008-08-21,241,"",NA
"3658","JPM366_EMBI366",2008-08-22,240,"",NA
"3659","JPM366_EMBI366",2008-08-25,247,"",NA
"3660","JPM366_EMBI366",2008-08-26,247,"",NA
"3661","JPM366_EMBI366",2008-08-27,248,"",NA
"3662","JPM366_EMBI366",2008-08-28,244,"",NA
"3663","JPM366_EMBI366",2008-08-29,240,"",NA
"3664","JPM366_EMBI366",2008-09-01,240,"",NA
"3665","JPM366_EMBI366",2008-09-02,246,"",NA
"3666","JPM366_EMBI366",2008-09-03,252,"",NA
"3667","JPM366_EMBI366",2008-09-04,259,"",NA
"3668","JPM366_EMBI366",2008-09-05,262,"",NA
"3669","JPM366_EMBI366",2008-09-08,254,"",NA
"3670","JPM366_EMBI366",2008-09-09,268,"",NA
"3671","JPM366_EMBI366",2008-09-10,268,"",NA
"3672","JPM366_EMBI366",2008-09-11,272,"",NA
"3673","JPM366_EMBI366",2008-09-12,268,"",NA
"3674","JPM366_EMBI366",2008-09-15,310,"",NA
"3675","JPM366_EMBI366",2008-09-16,350,"",NA
"3676","JPM366_EMBI366",2008-09-17,373,"",NA
"3677","JPM366_EMBI366",2008-09-18,339,"",NA
"3678","JPM366_EMBI366",2008-09-19,285,"",NA
"3679","JPM366_EMBI366",2008-09-22,278,"",NA
"3680","JPM366_EMBI366",2008-09-23,289,"",NA
"3681","JPM366_EMBI366",2008-09-24,296,"",NA
"3682","JPM366_EMBI366",2008-09-25,285,"",NA
"3683","JPM366_EMBI366",2008-09-26,296,"",NA
"3684","JPM366_EMBI366",2008-09-29,337,"",NA
"3685","JPM366_EMBI366",2008-09-30,331,"",NA
"3686","JPM366_EMBI366",2008-10-01,337,"",NA
"3687","JPM366_EMBI366",2008-10-02,356,"",NA
"3688","JPM366_EMBI366",2008-10-03,349,"",NA
"3689","JPM366_EMBI366",2008-10-06,409,"",NA
"3690","JPM366_EMBI366",2008-10-07,404,"",NA
"3691","JPM366_EMBI366",2008-10-08,438,"",NA
"3692","JPM366_EMBI366",2008-10-09,440,"",NA
"3693","JPM366_EMBI366",2008-10-10,520,"",NA
"3694","JPM366_EMBI366",2008-10-14,437,"",NA
"3695","JPM366_EMBI366",2008-10-15,467,"",NA
"3696","JPM366_EMBI366",2008-10-16,493,"",NA
"3697","JPM366_EMBI366",2008-10-17,482,"",NA
"3698","JPM366_EMBI366",2008-10-20,489,"",NA
"3699","JPM366_EMBI366",2008-10-21,530,"",NA
"3700","JPM366_EMBI366",2008-10-22,671,"",NA
"3701","JPM366_EMBI366",2008-10-23,688,"",NA
"3702","JPM366_EMBI366",2008-10-24,668,"",NA
"3703","JPM366_EMBI366",2008-10-27,613,"",NA
"3704","JPM366_EMBI366",2008-10-28,560,"",NA
"3705","JPM366_EMBI366",2008-10-29,515,"",NA
"3706","JPM366_EMBI366",2008-10-30,488,"",NA
"3707","JPM366_EMBI366",2008-10-31,449,"",NA
"3708","JPM366_EMBI366",2008-11-03,439,"",NA
"3709","JPM366_EMBI366",2008-11-04,418,"",NA
"3710","JPM366_EMBI366",2008-11-05,443,"",NA
"3711","JPM366_EMBI366",2008-11-06,451,"",NA
"3712","JPM366_EMBI366",2008-11-07,440,"",NA
"3713","JPM366_EMBI366",2008-11-10,434,"",NA
"3714","JPM366_EMBI366",2008-11-11,438,"",NA
"3715","JPM366_EMBI366",2008-11-12,461,"",NA
"3716","JPM366_EMBI366",2008-11-13,460,"",NA
"3717","JPM366_EMBI366",2008-11-14,460,"",NA
"3718","JPM366_EMBI366",2008-11-17,451,"",NA
"3719","JPM366_EMBI366",2008-11-18,465,"",NA
"3720","JPM366_EMBI366",2008-11-19,495,"",NA
"3721","JPM366_EMBI366",2008-11-20,534,"",NA
"3722","JPM366_EMBI366",2008-11-21,539,"",NA
"3723","JPM366_EMBI366",2008-11-24,499,"",NA
"3724","JPM366_EMBI366",2008-11-25,483,"",NA
"3725","JPM366_EMBI366",2008-11-26,488,"",NA
"3726","JPM366_EMBI366",2008-11-28,489,"",NA
"3727","JPM366_EMBI366",2008-12-01,530,"",NA
"3728","JPM366_EMBI366",2008-12-02,526,"",NA
"3729","JPM366_EMBI366",2008-12-03,524,"",NA
"3730","JPM366_EMBI366",2008-12-04,530,"",NA
"3731","JPM366_EMBI366",2008-12-05,523,"",NA
"3732","JPM366_EMBI366",2008-12-08,499,"",NA
"3733","JPM366_EMBI366",2008-12-09,498,"",NA
"3734","JPM366_EMBI366",2008-12-10,489,"",NA
"3735","JPM366_EMBI366",2008-12-11,489,"",NA
"3736","JPM366_EMBI366",2008-12-12,495,"",NA
"3737","JPM366_EMBI366",2008-12-15,506,"",NA
"3738","JPM366_EMBI366",2008-12-16,503,"",NA
"3739","JPM366_EMBI366",2008-12-17,463,"",NA
"3740","JPM366_EMBI366",2008-12-18,453,"",NA
"3741","JPM366_EMBI366",2008-12-19,448,"",NA
"3742","JPM366_EMBI366",2008-12-22,445,"",NA
"3743","JPM366_EMBI366",2008-12-23,437,"",NA
"3744","JPM366_EMBI366",2008-12-24,436,"",NA
"3745","JPM366_EMBI366",2008-12-26,437,"",NA
"3746","JPM366_EMBI366",2008-12-29,439,"",NA
"3747","JPM366_EMBI366",2008-12-30,430,"",NA
"3748","JPM366_EMBI366",2008-12-31,428,"",NA
"3749","JPM366_EMBI366",2009-01-02,405,"",NA
"3750","JPM366_EMBI366",2009-01-05,393,"",NA
"3751","JPM366_EMBI366",2009-01-06,388,"",NA
"3752","JPM366_EMBI366",2009-01-07,402,"",NA
"3753","JPM366_EMBI366",2009-01-08,426,"",NA
"3754","JPM366_EMBI366",2009-01-09,423,"",NA
"3755","JPM366_EMBI366",2009-01-12,445,"",NA
"3756","JPM366_EMBI366",2009-01-13,446,"",NA
"3757","JPM366_EMBI366",2009-01-14,459,"",NA
"3758","JPM366_EMBI366",2009-01-15,465,"",NA
"3759","JPM366_EMBI366",2009-01-16,450,"",NA
"3760","JPM366_EMBI366",2009-01-19,450,"",NA
"3761","JPM366_EMBI366",2009-01-20,460,"",NA
"3762","JPM366_EMBI366",2009-01-21,448,"",NA
"3763","JPM366_EMBI366",2009-01-22,438,"",NA
"3764","JPM366_EMBI366",2009-01-23,432,"",NA
"3765","JPM366_EMBI366",2009-01-26,423,"",NA
"3766","JPM366_EMBI366",2009-01-27,429,"",NA
"3767","JPM366_EMBI366",2009-01-28,413,"",NA
"3768","JPM366_EMBI366",2009-01-29,412,"",NA
"3769","JPM366_EMBI366",2009-01-30,409,"",NA
"3770","JPM366_EMBI366",2009-02-02,426,"",NA
"3771","JPM366_EMBI366",2009-02-03,413,"",NA
"3772","JPM366_EMBI366",2009-02-04,418,"",NA
"3773","JPM366_EMBI366",2009-02-05,429,"",NA
"3774","JPM366_EMBI366",2009-02-06,413,"",NA
"3775","JPM366_EMBI366",2009-02-09,408,"",NA
"3776","JPM366_EMBI366",2009-02-10,426,"",NA
"3777","JPM366_EMBI366",2009-02-11,439,"",NA
"3778","JPM366_EMBI366",2009-02-12,451,"",NA
"3779","JPM366_EMBI366",2009-02-13,426,"",NA
"3780","JPM366_EMBI366",2009-02-16,424,"",NA
"3781","JPM366_EMBI366",2009-02-17,451,"",NA
"3782","JPM366_EMBI366",2009-02-18,487,"",NA
"3783","JPM366_EMBI366",2009-02-19,417,"",NA
"3784","JPM366_EMBI366",2009-02-20,426,"",NA
"3785","JPM366_EMBI366",2009-02-23,439,"",NA
"3786","JPM366_EMBI366",2009-02-24,431,"",NA
"3787","JPM366_EMBI366",2009-02-25,420,"",NA
"3788","JPM366_EMBI366",2009-02-26,419,"",NA
"3789","JPM366_EMBI366",2009-02-27,421,"",NA
"3790","JPM366_EMBI366",2009-03-02,442,"",NA
"3791","JPM366_EMBI366",2009-03-03,441,"",NA
"3792","JPM366_EMBI366",2009-03-04,434,"",NA
"3793","JPM366_EMBI366",2009-03-05,458,"",NA
"3794","JPM366_EMBI366",2009-03-06,457,"",NA
"3795","JPM366_EMBI366",2009-03-09,453,"",NA
"3796","JPM366_EMBI366",2009-03-10,442,"",NA
"3797","JPM366_EMBI366",2009-03-11,446,"",NA
"3798","JPM366_EMBI366",2009-03-12,446,"",NA
"3799","JPM366_EMBI366",2009-03-13,442,"",NA
"3800","JPM366_EMBI366",2009-03-16,431,"",NA
"3801","JPM366_EMBI366",2009-03-17,428,"",NA
"3802","JPM366_EMBI366",2009-03-18,438,"",NA
"3803","JPM366_EMBI366",2009-03-19,423,"",NA
"3804","JPM366_EMBI366",2009-03-20,426,"",NA
"3805","JPM366_EMBI366",2009-03-23,419,"",NA
"3806","JPM366_EMBI366",2009-03-24,421,"",NA
"3807","JPM366_EMBI366",2009-03-25,417,"",NA
"3808","JPM366_EMBI366",2009-03-26,411,"",NA
"3809","JPM366_EMBI366",2009-03-27,414,"",NA
"3810","JPM366_EMBI366",2009-03-30,427,"",NA
"3811","JPM366_EMBI366",2009-03-31,425,"",NA
"3812","JPM366_EMBI366",2009-04-01,427,"",NA
"3813","JPM366_EMBI366",2009-04-02,412,"",NA
"3814","JPM366_EMBI366",2009-04-03,384,"",NA
"3815","JPM366_EMBI366",2009-04-06,378,"",NA
"3816","JPM366_EMBI366",2009-04-07,383,"",NA
"3817","JPM366_EMBI366",2009-04-08,376,"",NA
"3818","JPM366_EMBI366",2009-04-09,368,"",NA
"3819","JPM366_EMBI366",2009-04-13,368,"",NA
"3820","JPM366_EMBI366",2009-04-14,380,"",NA
"3821","JPM366_EMBI366",2009-04-15,388,"",NA
"3822","JPM366_EMBI366",2009-04-16,388,"",NA
"3823","JPM366_EMBI366",2009-04-17,381,"",NA
"3824","JPM366_EMBI366",2009-04-20,399,"",NA
"3825","JPM366_EMBI366",2009-04-21,391,"",NA
"3826","JPM366_EMBI366",2009-04-22,386,"",NA
"3827","JPM366_EMBI366",2009-04-23,389,"",NA
"3828","JPM366_EMBI366",2009-04-24,376,"",NA
"3829","JPM366_EMBI366",2009-04-27,384,"",NA
"3830","JPM366_EMBI366",2009-04-28,370,"",NA
"3831","JPM366_EMBI366",2009-04-29,359,"",NA
"3832","JPM366_EMBI366",2009-04-30,355,"",NA
"3833","JPM366_EMBI366",2009-05-01,351,"",NA
"3834","JPM366_EMBI366",2009-05-04,331,"",NA
"3835","JPM366_EMBI366",2009-05-05,330,"",NA
"3836","JPM366_EMBI366",2009-05-06,314,"",NA
"3837","JPM366_EMBI366",2009-05-07,305,"",NA
"3838","JPM366_EMBI366",2009-05-08,310,"",NA
"3839","JPM366_EMBI366",2009-05-11,324,"",NA
"3840","JPM366_EMBI366",2009-05-12,326,"",NA
"3841","JPM366_EMBI366",2009-05-13,337,"",NA
"3842","JPM366_EMBI366",2009-05-14,333,"",NA
"3843","JPM366_EMBI366",2009-05-15,330,"",NA
"3844","JPM366_EMBI366",2009-05-18,316,"",NA
"3845","JPM366_EMBI366",2009-05-19,309,"",NA
"3846","JPM366_EMBI366",2009-05-20,310,"",NA
"3847","JPM366_EMBI366",2009-05-21,306,"",NA
"3848","JPM366_EMBI366",2009-05-22,300,"",NA
"3849","JPM366_EMBI366",2009-05-25,300,"",NA
"3850","JPM366_EMBI366",2009-05-26,291,"",NA
"3851","JPM366_EMBI366",2009-05-27,278,"",NA
"3852","JPM366_EMBI366",2009-05-28,282,"",NA
"3853","JPM366_EMBI366",2009-05-29,294,"",NA
"3854","JPM366_EMBI366",2009-06-01,266,"",NA
"3855","JPM366_EMBI366",2009-06-02,280,"",NA
"3856","JPM366_EMBI366",2009-06-03,291,"",NA
"3857","JPM366_EMBI366",2009-06-04,278,"",NA
"3858","JPM366_EMBI366",2009-06-05,269,"",NA
"3859","JPM366_EMBI366",2009-06-08,266,"",NA
"3860","JPM366_EMBI366",2009-06-09,264,"",NA
"3861","JPM366_EMBI366",2009-06-10,260,"",NA
"3862","JPM366_EMBI366",2009-06-11,260,"",NA
"3863","JPM366_EMBI366",2009-06-12,265,"",NA
"3864","JPM366_EMBI366",2009-06-15,274,"",NA
"3865","JPM366_EMBI366",2009-06-16,281,"",NA
"3866","JPM366_EMBI366",2009-06-17,294,"",NA
"3867","JPM366_EMBI366",2009-06-18,285,"",NA
"3868","JPM366_EMBI366",2009-06-19,291,"",NA
"3869","JPM366_EMBI366",2009-06-22,309,"",NA
"3870","JPM366_EMBI366",2009-06-23,309,"",NA
"3871","JPM366_EMBI366",2009-06-24,294,"",NA
"3872","JPM366_EMBI366",2009-06-25,295,"",NA
"3873","JPM366_EMBI366",2009-06-26,290,"",NA
"3874","JPM366_EMBI366",2009-06-29,279,"",NA
"3875","JPM366_EMBI366",2009-06-30,284,"",NA
"3876","JPM366_EMBI366",2009-07-01,277,"",NA
"3877","JPM366_EMBI366",2009-07-02,288,"",NA
"3878","JPM366_EMBI366",2009-07-03,288,"",NA
"3879","JPM366_EMBI366",2009-07-06,286,"",NA
"3880","JPM366_EMBI366",2009-07-07,286,"",NA
"3881","JPM366_EMBI366",2009-07-08,306,"",NA
"3882","JPM366_EMBI366",2009-07-09,290,"",NA
"3883","JPM366_EMBI366",2009-07-10,303,"",NA
"3884","JPM366_EMBI366",2009-07-13,293,"",NA
"3885","JPM366_EMBI366",2009-07-14,278,"",NA
"3886","JPM366_EMBI366",2009-07-15,261,"",NA
"3887","JPM366_EMBI366",2009-07-16,263,"",NA
"3888","JPM366_EMBI366",2009-07-17,250,"",NA
"3889","JPM366_EMBI366",2009-07-20,257,"",NA
"3890","JPM366_EMBI366",2009-07-21,269,"",NA
"3891","JPM366_EMBI366",2009-07-22,263,"",NA
"3892","JPM366_EMBI366",2009-07-23,244,"",NA
"3893","JPM366_EMBI366",2009-07-24,249,"",NA
"3894","JPM366_EMBI366",2009-07-27,244,"",NA
"3895","JPM366_EMBI366",2009-07-28,248,"",NA
"3896","JPM366_EMBI366",2009-07-29,253,"",NA
"3897","JPM366_EMBI366",2009-07-30,254,"",NA
"3898","JPM366_EMBI366",2009-07-31,265,"",NA
"3899","JPM366_EMBI366",2009-08-03,243,"",NA
"3900","JPM366_EMBI366",2009-08-04,238,"",NA
"3901","JPM366_EMBI366",2009-08-05,230,"",NA
"3902","JPM366_EMBI366",2009-08-06,238,"",NA
"3903","JPM366_EMBI366",2009-08-07,228,"",NA
"3904","JPM366_EMBI366",2009-08-10,238,"",NA
"3905","JPM366_EMBI366",2009-08-11,248,"",NA
"3906","JPM366_EMBI366",2009-08-12,246,"",NA
"3907","JPM366_EMBI366",2009-08-13,254,"",NA
"3908","JPM366_EMBI366",2009-08-14,256,"",NA
"3909","JPM366_EMBI366",2009-08-17,261,"",NA
"3910","JPM366_EMBI366",2009-08-18,255,"",NA
"3911","JPM366_EMBI366",2009-08-19,264,"",NA
"3912","JPM366_EMBI366",2009-08-20,266,"",NA
"3913","JPM366_EMBI366",2009-08-21,253,"",NA
"3914","JPM366_EMBI366",2009-08-24,254,"",NA
"3915","JPM366_EMBI366",2009-08-25,262,"",NA
"3916","JPM366_EMBI366",2009-08-26,266,"",NA
"3917","JPM366_EMBI366",2009-08-27,263,"",NA
"3918","JPM366_EMBI366",2009-08-28,267,"",NA
"3919","JPM366_EMBI366",2009-08-31,271,"",NA
"3920","JPM366_EMBI366",2009-09-01,272,"",NA
"3921","JPM366_EMBI366",2009-09-02,276,"",NA
"3922","JPM366_EMBI366",2009-09-03,265,"",NA
"3923","JPM366_EMBI366",2009-09-04,260,"",NA
"3924","JPM366_EMBI366",2009-09-07,260,"",NA
"3925","JPM366_EMBI366",2009-09-08,241,"",NA
"3926","JPM366_EMBI366",2009-09-09,239,"",NA
"3927","JPM366_EMBI366",2009-09-10,249,"",NA
"3928","JPM366_EMBI366",2009-09-11,243,"",NA
"3929","JPM366_EMBI366",2009-09-14,234,"",NA
"3930","JPM366_EMBI366",2009-09-15,226,"",NA
"3931","JPM366_EMBI366",2009-09-16,216,"",NA
"3932","JPM366_EMBI366",2009-09-17,228,"",NA
"3933","JPM366_EMBI366",2009-09-18,222,"",NA
"3934","JPM366_EMBI366",2009-09-21,224,"",NA
"3935","JPM366_EMBI366",2009-09-22,224,"",NA
"3936","JPM366_EMBI366",2009-09-23,228,"",NA
"3937","JPM366_EMBI366",2009-09-24,234,"",NA
"3938","JPM366_EMBI366",2009-09-25,240,"",NA
"3939","JPM366_EMBI366",2009-09-28,240,"",NA
"3940","JPM366_EMBI366",2009-09-29,240,"",NA
"3941","JPM366_EMBI366",2009-09-30,234,"",NA
"3942","JPM366_EMBI366",2009-10-01,251,"",NA
"3943","JPM366_EMBI366",2009-10-02,249,"",NA
"3944","JPM366_EMBI366",2009-10-05,238,"",NA
"3945","JPM366_EMBI366",2009-10-06,233,"",NA
"3946","JPM366_EMBI366",2009-10-07,238,"",NA
"3947","JPM366_EMBI366",2009-10-08,220,"",NA
"3948","JPM366_EMBI366",2009-10-09,213,"",NA
"3949","JPM366_EMBI366",2009-10-12,212,"",NA
"3950","JPM366_EMBI366",2009-10-13,218,"",NA
"3951","JPM366_EMBI366",2009-10-14,206,"",NA
"3952","JPM366_EMBI366",2009-10-15,207,"",NA
"3953","JPM366_EMBI366",2009-10-16,216,"",NA
"3954","JPM366_EMBI366",2009-10-19,218,"",NA
"3955","JPM366_EMBI366",2009-10-20,224,"",NA
"3956","JPM366_EMBI366",2009-10-21,221,"",NA
"3957","JPM366_EMBI366",2009-10-22,222,"",NA
"3958","JPM366_EMBI366",2009-10-23,224,"",NA
"3959","JPM366_EMBI366",2009-10-26,221,"",NA
"3960","JPM366_EMBI366",2009-10-27,239,"",NA
"3961","JPM366_EMBI366",2009-10-28,247,"",NA
"3962","JPM366_EMBI366",2009-10-29,231,"",NA
"3963","JPM366_EMBI366",2009-10-30,240,"",NA
"3964","JPM366_EMBI366",2009-11-02,238,"",NA
"3965","JPM366_EMBI366",2009-11-03,236,"",NA
"3966","JPM366_EMBI366",2009-11-04,225,"",NA
"3967","JPM366_EMBI366",2009-11-05,228,"",NA
"3968","JPM366_EMBI366",2009-11-06,228,"",NA
"3969","JPM366_EMBI366",2009-11-09,217,"",NA
"3970","JPM366_EMBI366",2009-11-10,212,"",NA
"3971","JPM366_EMBI366",2009-11-11,209,"",NA
"3972","JPM366_EMBI366",2009-11-12,216,"",NA
"3973","JPM366_EMBI366",2009-11-13,219,"",NA
"3974","JPM366_EMBI366",2009-11-16,220,"",NA
"3975","JPM366_EMBI366",2009-11-17,220,"",NA
"3976","JPM366_EMBI366",2009-11-18,216,"",NA
"3977","JPM366_EMBI366",2009-11-19,219,"",NA
"3978","JPM366_EMBI366",2009-11-20,217,"",NA
"3979","JPM366_EMBI366",2009-11-23,213,"",NA
"3980","JPM366_EMBI366",2009-11-24,216,"",NA
"3981","JPM366_EMBI366",2009-11-25,216,"",NA
"3982","JPM366_EMBI366",2009-11-26,216,"",NA
"3983","JPM366_EMBI366",2009-11-27,227,"",NA
"3984","JPM366_EMBI366",2009-11-30,231,"",NA
"3985","JPM366_EMBI366",2009-12-01,219,"",NA
"3986","JPM366_EMBI366",2009-12-02,218,"",NA
"3987","JPM366_EMBI366",2009-12-03,212,"",NA
"3988","JPM366_EMBI366",2009-12-04,206,"",NA
"3989","JPM366_EMBI366",2009-12-07,207,"",NA
"3990","JPM366_EMBI366",2009-12-08,213,"",NA
"3991","JPM366_EMBI366",2009-12-09,209,"",NA
"3992","JPM366_EMBI366",2009-12-10,204,"",NA
"3993","JPM366_EMBI366",2009-12-11,201,"",NA
"3994","JPM366_EMBI366",2009-12-14,199,"",NA
"3995","JPM366_EMBI366",2009-12-15,196,"",NA
"3996","JPM366_EMBI366",2009-12-16,201,"",NA
"3997","JPM366_EMBI366",2009-12-17,217,"",NA
"3998","JPM366_EMBI366",2009-12-18,213,"",NA
"3999","JPM366_EMBI366",2009-12-21,204,"",NA
"4000","JPM366_EMBI366",2009-12-22,206,"",NA
"4001","JPM366_EMBI366",2009-12-23,207,"",NA
"4002","JPM366_EMBI366",2009-12-24,201,"",NA
"4003","JPM366_EMBI366",2009-12-28,194,"",NA
"4004","JPM366_EMBI366",2009-12-29,197,"",NA
"4005","JPM366_EMBI366",2009-12-30,197,"",NA
"4006","JPM366_EMBI366",2009-12-31,192,"",NA
"4007","JPM366_EMBI366",2010-01-04,191,"",NA
"4008","JPM366_EMBI366",2010-01-05,197,"",NA
"4009","JPM366_EMBI366",2010-01-06,191,"",NA
"4010","JPM366_EMBI366",2010-01-07,193,"",NA
"4011","JPM366_EMBI366",2010-01-08,195,"",NA
"4012","JPM366_EMBI366",2010-01-11,190,"",NA
"4013","JPM366_EMBI366",2010-01-12,201,"",NA
"4014","JPM366_EMBI366",2010-01-13,195,"",NA
"4015","JPM366_EMBI366",2010-01-14,204,"",NA
"4016","JPM366_EMBI366",2010-01-15,210,"",NA
"4017","JPM366_EMBI366",2010-01-19,207,"",NA
"4018","JPM366_EMBI366",2010-01-20,214,"",NA
"4019","JPM366_EMBI366",2010-01-21,223,"",NA
"4020","JPM366_EMBI366",2010-01-22,223,"",NA
"4021","JPM366_EMBI366",2010-01-25,217,"",NA
"4022","JPM366_EMBI366",2010-01-26,219,"",NA
"4023","JPM366_EMBI366",2010-01-27,224,"",NA
"4024","JPM366_EMBI366",2010-01-28,228,"",NA
"4025","JPM366_EMBI366",2010-01-29,234,"",NA
"4026","JPM366_EMBI366",2010-02-01,230,"",NA
"4027","JPM366_EMBI366",2010-02-02,230,"",NA
"4028","JPM366_EMBI366",2010-02-03,225,"",NA
"4029","JPM366_EMBI366",2010-02-04,240,"",NA
"4030","JPM366_EMBI366",2010-02-05,249,"",NA
"4031","JPM366_EMBI366",2010-02-08,243,"",NA
"4032","JPM366_EMBI366",2010-02-09,234,"",NA
"4033","JPM366_EMBI366",2010-02-10,224,"",NA
"4034","JPM366_EMBI366",2010-02-11,216,"",NA
"4035","JPM366_EMBI366",2010-02-12,222,"",NA
"4036","JPM366_EMBI366",2010-02-15,222,"",NA
"4037","JPM366_EMBI366",2010-02-16,219,"",NA
"4038","JPM366_EMBI366",2010-02-17,211,"",NA
"4039","JPM366_EMBI366",2010-02-18,206,"",NA
